annual_income_usd,outstanding_debt_usd,missed_payments,employment_status,employment_years,credit_history_years,number_of_credit_cards,loan_types,marital_status,dependents,education_level,residence_type,savings_balance,age,credit_score
253923.6635433912,83794.00010316406,14.0,Unemployed,3.5538833922286805,4.022142789207424,8.0,Mortgage Only,Single,0.0,Bachelor,Other,138788.23379238514,52.0,356.0
168618.47883471134,34077.422684638565,5.0,Retired,5.326058940763558,25.16138116580253,9.0,Auto Only,Widowed,1.0,Master,Rent,170729.5385021796,72.0,668.0
71510.57900182344,105645.3240676658,5.0,Employed,35.11377205992892,8.730833004147724,4.0,Mortgage Only,Widowed,1.0,PhD,Rent,118129.0973600384,36.0,567.0
72025.25184975643,120273.60761353128,11.0,Self-Employed,15.125230077803904,22.853972834362736,3.0,Auto Only,Single,3.0,PhD,Own,155870.64835417608,69.0,754.0
160400.44510921364,33825.74623286541,10.0,Self-Employed,31.976398857152603,1.6614121893365563,6.0,,Married,4.0,College,Own,65357.73194131469,56.0,709.0
76489.59697093183,4462.849655518347,10.0,Employed,15.969488138536363,9.397180617464505,8.0,Multiple,Divorced,3.0,Master,Rent,158561.59609858663,51.0,
241515.0195517761,78202.00009678848,10.0,,30.597083073822287,21.714477882396224,2.0,,Married,2.0,High School,Own,62977.032114930465,20.0,574.0
264652.83755140787,26041.430932864463,0.0,Self-Employed,33.60637763789073,29.304914110188065,1.0,Auto Only,Single,1.0,High School,Own,72684.59398833691,57.0,634.0
65160.41946783758,4664.344381805602,10.0,Unemployed,13.13333947280427,12.056726969117156,0.0,Auto Only,Married,,Master,Rent,174927.42698419243,43.0,397.0
142909.5494272815,62633.189245357404,8.0,Self-Employed,39.82589674176815,7.297363991426765,1.0,Mortgage Only,Widowed,2.0,PhD,Own,50225.55076658055,57.0,301.0
230040.6526234421,84015.78284167158,0.0,Employed,7.037419114193941,26.133019245390642,7.0,Mortgage Only,Married,1.0,High School,Rent,147627.36003730338,44.0,376.0
43428.38484288717,112876.7476776677,4.0,Self-Employed,,,5.0,,Divorced,5.0,PhD,Rent,46725.92626335805,20.0,793.0
186396.92068857528,54678.16843546094,3.0,Self-Employed,26.619028600400334,16.332502632869506,2.0,Mortgage Only,Married,1.0,Master,With Family,48368.34055555641,24.0,621.0
174037.1014094689,31960.04754131393,5.0,Unemployed,6.155562554858145,7.9971764533765555,9.0,Mortgage Only,Widowed,2.0,High School,With Family,120713.39597755979,20.0,310.0
237594.66574276474,49191.69375934847,9.0,Retired,1.3408783188202111,9.256912280874094,7.0,None,Divorced,0.0,PhD,Other,7033.353134683051,38.0,570.0
286768.8308824777,75108.3931402021,8.0,Retired,4.759016983255022,14.66440215604334,4.0,Mortgage Only,,0.0,Bachelor,With Family,129898.62955699711,68.0,720.0
156304.60345139596,100711.83788822065,11.0,Retired,,29.466307028847165,5.0,Mortgage Only,Single,5.0,High School,With Family,147332.49573623147,54.0,540.0
98930.6155041765,95419.43780876049,11.0,Employed,25.4996649485123,3.3305748498869714,6.0,None,Widowed,0.0,College,Own,182893.85835448134,35.0,
33341.78119414388,79346.78642544412,11.0,Unemployed,38.838399152447394,10.917514319078434,3.0,Mortgage Only,Single,1.0,Bachelor,Rent,150596.7260340284,61.0,356.0
249854.99986407664,38321.09299796921,7.0,Employed,19.81134296858577,25.82809610761418,6.0,Multiple,Divorced,0.0,Master,Rent,168708.17937944015,44.0,655.0
69666.69670404532,84329.07933866569,2.0,Employed,31.762327071331846,28.85263048135893,9.0,Mortgage Only,Widowed,1.0,PhD,Rent,46857.215295233145,,680.0
259026.41702981832,103306.5883201718,8.0,Retired,4.210452156869033,1.5191313521273342,6.0,Auto Only,,0.0,High School,With Family,62435.16889289602,,317.0
192547.27957934584,134179.46365908426,10.0,Self-Employed,14.097978556917695,17.679069244580145,8.0,Auto Only,Divorced,3.0,College,Rent,,60.0,840.0
67631.63693895523,417.84160504289014,13.0,Employed,6.280345354494341,18.129926863382757,2.0,Multiple,Widowed,0.0,High School,Other,123722.23818056553,42.0,386.0
154108.0164808925,87519.6295879423,14.0,Employed,27.46857489283233,15.13760076878749,4.0,Mortgage Only,Divorced,3.0,Bachelor,Rent,134075.60040237318,48.0,
197927.15356738798,93248.67941302655,5.0,Unemployed,38.354459762087025,1.2937909634955413,4.0,Multiple,Divorced,1.0,PhD,Rent,134430.4312639813,,
190381.51785876174,31958.52765674951,2.0,Retired,13.10756538099536,,8.0,,Married,4.0,PhD,Own,199108.60360401444,37.0,842.0
25377.643682342103,83926.57235557756,12.0,Self-Employed,12.310529306237008,13.207600625662444,7.0,None,Widowed,1.0,College,Own,142148.28051885794,29.0,520.0
184790.3889538265,111540.50368803192,6.0,Unemployed,17.485065049493926,14.631397258444935,5.0,Mortgage Only,Single,4.0,PhD,With Family,152471.4825956973,47.0,313.0
274857.06596961454,124755.8451930114,2.0,Self-Employed,4.199263736918111,,7.0,Multiple,Divorced,4.0,College,With Family,182692.52058736412,51.0,754.0
196787.64193102228,98797.71182507239,11.0,Retired,30.422647186213073,9.143675966878321,9.0,Multiple,Widowed,3.0,Bachelor,Other,62519.52295500618,51.0,778.0
179162.53485556546,146274.29417809565,9.0,Unemployed,36.585632466150905,1.7746583327353271,0.0,Mortgage Only,Married,4.0,College,With Family,164540.41840677685,26.0,406.0
231751.74526839046,124983.7190526457,14.0,Unemployed,3.600200224329928,3.6021660467075964,5.0,None,,0.0,Master,Own,5181.25627293633,22.0,312.0
166558.88582958575,59175.28862681647,2.0,Self-Employed,14.388181491388261,10.578106367123862,3.0,Auto Only,Widowed,2.0,Master,Own,23859.783666916523,41.0,746.0
227916.81121174002,130571.69814953879,3.0,,34.86916946837047,,3.0,None,Divorced,1.0,PhD,With Family,26526.651440996153,70.0,
68647.45580789325,31839.115377158894,10.0,,6.167707192577048,18.21636911685609,6.0,Auto Only,Married,1.0,College,Rent,1107.8533488656062,22.0,537.0
277650.87423405517,105806.76138492119,6.0,Retired,27.497790800151666,23.45857920147698,9.0,Mortgage Only,,3.0,College,Other,87200.22739817305,24.0,751.0
141793.5302319976,25141.819800159494,10.0,Self-Employed,7.769301129408985,27.553785246058073,8.0,Multiple,Single,2.0,High School,Own,197343.37501072913,50.0,617.0
127127.26080958806,145772.8931625946,5.0,Retired,29.141347787417242,3.6248367115438676,0.0,None,Married,4.0,College,With Family,55546.81774311545,65.0,762.0
228580.60694657842,96132.5398278196,10.0,Unemployed,26.164087815269966,15.819390796298974,3.0,Auto Only,Divorced,5.0,High School,With Family,35983.886532521334,24.0,752.0
184293.81537068912,111765.86316156459,13.0,Employed,38.14219748748496,18.74075406675063,5.0,Mortgage Only,Widowed,0.0,Bachelor,Rent,90169.284561775,62.0,430.0
87819.5857351717,92579.49595861141,7.0,Employed,,12.504937147308294,5.0,Auto Only,,0.0,High School,Rent,147552.71790732318,30.0,736.0
95893.77758501499,65764.52811304876,2.0,Unemployed,18.248524326812966,13.584901898621851,7.0,Multiple,Married,5.0,,Own,9971.941863014245,,527.0
198448.7735295534,52322.39300248573,1.0,Unemployed,20.69107821304773,2.5292278321786146,5.0,None,Divorced,3.0,Master,Own,106925.74578111822,71.0,641.0
129395.39103739242,42081.43928102392,,Retired,23.99181082467279,1.7599736448087533,5.0,Mortgage Only,Divorced,1.0,PhD,Other,94620.53013878818,35.0,609.0
135282.0597328422,118610.74684951884,4.0,Self-Employed,38.5585094962969,1.2888006993587375,3.0,Mortgage Only,Single,0.0,High School,Own,113619.12826648388,60.0,468.0
209008.86099163315,34642.50971127933,14.0,Self-Employed,2.3580427132103665,19.66976800013594,7.0,Mortgage Only,Single,0.0,High School,Other,120843.13343698971,44.0,666.0
193003.9034082794,128280.05833358894,10.0,Retired,23.4086324728233,3.0253123797103685,2.0,,Married,4.0,High School,Other,57950.248688233754,45.0,324.0
67225.8622125474,113427.80074362502,11.0,Retired,20.333494600161707,11.054767941235111,3.0,Multiple,Married,2.0,PhD,Other,62674.858668647285,67.0,806.0
266766.15495198546,61167.56041056871,0.0,Retired,38.734044533122265,27.51218277100704,2.0,Auto Only,Married,,College,Rent,86347.24661021083,41.0,820.0
111927.95641272143,96247.62403791797,14.0,Self-Employed,31.379538679025394,,0.0,Multiple,Single,5.0,Bachelor,,195029.2217278135,31.0,819.0
207607.80632585433,121381.30832283368,12.0,Retired,34.94850269614848,14.18537963108031,3.0,Mortgage Only,Widowed,2.0,PhD,With Family,119806.1035527785,29.0,353.0
278555.8802837008,2511.885023268601,14.0,Unemployed,3.0383324283271973,21.883551763708915,4.0,Auto Only,Single,2.0,High School,Own,32721.143127886276,26.0,703.0
143154.31838569633,40622.16999601285,3.0,Self-Employed,34.23060515670289,7.429205306070056,9.0,Multiple,Widowed,4.0,College,With Family,32763.393832650167,30.0,399.0
157639.27743339233,145585.85066259056,12.0,Employed,30.21059359691552,0.6551834321730188,4.0,Auto Only,Widowed,2.0,PhD,Other,,44.0,415.0
209017.52873446746,60937.48498144465,8.0,Self-Employed,20.02173716546725,23.336506013700525,8.0,Mortgage Only,Married,0.0,PhD,Rent,92771.23841776342,25.0,613.0
112029.18029526643,,0.0,Self-Employed,12.74485826795999,21.861886032328908,3.0,Multiple,Single,2.0,PhD,Own,170928.43806602387,27.0,765.0
118942.65339438329,27352.267243471186,0.0,Retired,14.140484235466682,,1.0,Multiple,Divorced,0.0,High School,Own,94204.24802450498,22.0,554.0
185589.9221348528,55480.83637546114,11.0,Self-Employed,26.0360931656017,18.194755679962213,9.0,Multiple,Widowed,4.0,College,Rent,4505.998478480366,61.0,812.0
107946.59974103804,120448.73989766235,4.0,Unemployed,3.8824355614054618,9.274812219676697,6.0,None,Widowed,3.0,PhD,Rent,128346.02328522709,50.0,622.0
107668.49951965979,70105.81701049351,13.0,Employed,9.71740051920198,3.8912736264018877,8.0,,Widowed,3.0,Master,Other,53348.94585011609,68.0,407.0
244366.0811573565,134876.71172428608,0.0,Self-Employed,26.481005535383044,2.9672719805505112,3.0,Multiple,Divorced,,Bachelor,Other,197190.08040538558,29.0,554.0
29435.5064321511,2546.046439539623,14.0,Self-Employed,11.846881196980874,19.13683621092637,3.0,Auto Only,Widowed,3.0,PhD,Rent,1179.634381021577,49.0,623.0
27208.676010838528,82206.06447431557,6.0,Retired,31.592297774688774,10.479742077436136,8.0,None,Single,5.0,High School,Other,41782.193799737775,67.0,484.0
102511.86854600457,120630.64291207014,11.0,Employed,,24.957121396545286,3.0,Mortgage Only,,1.0,College,Other,129730.44800443412,64.0,657.0
213164.69043773462,60993.73467609916,2.0,Self-Employed,20.14610746727851,3.7357030503146307,4.0,Multiple,Divorced,0.0,Bachelor,Own,34889.509351581546,21.0,845.0
105581.55500254917,41247.95770703403,5.0,Self-Employed,31.573490041811894,28.920077572326782,0.0,Multiple,Widowed,2.0,Master,Own,140730.4837533744,,451.0
196179.7921535899,37434.28382824822,13.0,Unemployed,6.421490310208058,1.794452501299989,1.0,Mortgage Only,Widowed,0.0,High School,Own,103034.13571808302,58.0,784.0
100156.375150098,55258.281410047144,10.0,Unemployed,32.56843978384215,23.45514482229112,6.0,Auto Only,Divorced,0.0,Master,Other,27675.706325156945,26.0,596.0
28583.986224327404,111242.29435228367,11.0,Unemployed,8.100352002560406,23.33703026656353,7.0,Auto Only,Married,0.0,Bachelor,Other,80113.20759807863,26.0,340.0
223655.2164924601,26762.524881454698,10.0,Retired,27.51530440286639,18.395321660618045,8.0,Mortgage Only,Divorced,3.0,High School,Other,110182.98193606889,62.0,613.0
172123.98411027435,88157.15938801102,10.0,,27.810069495328378,29.77692389618856,5.0,Auto Only,Married,0.0,PhD,With Family,111229.39136998114,68.0,729.0
200386.11985971688,3311.9023772596565,6.0,Unemployed,24.388126246125196,0.13527612578817294,,Multiple,Divorced,5.0,PhD,Rent,,68.0,572.0
69640.00339448648,15091.809049505917,8.0,Unemployed,21.78401536824074,13.955229105113618,3.0,Multiple,Divorced,3.0,College,Rent,146682.77053644526,24.0,563.0
192885.98606781516,31935.13066169754,12.0,Retired,35.26971826556865,3.1733929369285385,8.0,Multiple,Single,0.0,Master,Own,72033.352929296,73.0,414.0
246547.1940807831,80447.1017952096,3.0,Retired,26.707288014576122,15.44549042691893,3.0,Mortgage Only,Widowed,4.0,College,With Family,124057.33499344072,55.0,819.0
59308.923680383225,115211.89094398495,0.0,,14.122921920289851,5.868731674607698,2.0,,Widowed,3.0,High School,Other,37830.488931412765,19.0,747.0
99244.50807068498,,13.0,Self-Employed,31.42157177979774,13.392542098355406,,,Married,1.0,High School,With Family,194319.6536894686,27.0,567.0
241687.54620539566,86661.95687822138,9.0,Retired,8.58254714349393,1.1406892745855757,6.0,Auto Only,Single,2.0,Master,Own,47717.27011910765,54.0,509.0
200256.58599688596,107885.77802706922,12.0,Employed,13.776519048472053,13.598106308794565,3.0,Multiple,Divorced,2.0,High School,Own,172364.99396803995,41.0,463.0
72703.71365241718,127129.63144680689,7.0,Employed,31.178704020182405,20.00339786912467,5.0,None,Married,1.0,Master,Other,34935.87976510621,56.0,843.0
96124.13692767834,35996.994300939004,9.0,Employed,38.77122928099478,26.36975931686164,3.0,None,Widowed,3.0,PhD,Own,192871.27491462318,29.0,713.0
273465.9293559453,20691.840252132766,13.0,Employed,36.42523862696338,27.821338729236345,0.0,None,Widowed,3.0,High School,With Family,197005.4213074376,60.0,381.0
125794.41765422643,92619.88808638266,0.0,Unemployed,12.264041192209723,10.60083222191016,8.0,Mortgage Only,Divorced,4.0,Bachelor,Other,53643.95437293974,56.0,448.0
46007.92416839374,55002.97066410573,12.0,Self-Employed,33.92322964809369,24.231225441386634,0.0,None,Single,5.0,Master,Rent,,72.0,586.0
,,12.0,Unemployed,21.782495017852778,26.37701075593874,2.0,Mortgage Only,Widowed,5.0,,Other,149310.74988276113,56.0,366.0
132444.9126076281,36877.975068831525,8.0,Unemployed,17.604505997138308,29.08698183815941,2.0,None,Single,0.0,High School,Own,136180.06034080355,53.0,
224794.68221108554,35079.1840578544,12.0,Retired,20.485737158185152,13.187128542154703,6.0,Multiple,Divorced,,Master,With Family,141809.98845185788,20.0,464.0
51563.43885579082,114483.63070903445,3.0,Self-Employed,28.08705805645217,24.586896307815454,0.0,Auto Only,Divorced,5.0,College,Own,17803.018856376762,20.0,686.0
106073.86254168987,,,Unemployed,18.856182892436273,7.811286451664481,5.0,,Widowed,2.0,Bachelor,Rent,111834.00043240859,33.0,816.0
129962.36797625896,142986.3993757063,14.0,Employed,2.51919409979521,23.021149501941647,0.0,Mortgage Only,Single,,College,Rent,135255.86864974353,59.0,466.0
180907.28979756814,110610.05102900536,8.0,Employed,1.8031694028799672,23.98782131676584,6.0,Multiple,Divorced,4.0,Bachelor,Own,63340.319309264894,40.0,381.0
71804.89327000557,141980.22168259489,4.0,Retired,19.068954356747255,25.61069564037297,3.0,Auto Only,Widowed,2.0,PhD,Other,138034.8043436035,18.0,576.0
,96366.25836767639,8.0,Unemployed,17.69797353140293,24.39430443277565,0.0,Multiple,Married,1.0,PhD,Other,80582.63978344407,47.0,567.0
,117393.66605258119,12.0,,32.174689164709655,23.586112417688025,7.0,Mortgage Only,Married,4.0,High School,,65442.10815325948,49.0,
72848.7987163636,57969.78058311227,4.0,Employed,8.913935375803494,20.486167334174095,9.0,Auto Only,Married,,Master,With Family,157894.45791733603,51.0,603.0
126400.9409504713,148834.93457829123,12.0,Unemployed,23.36469366059035,3.3294082356717167,5.0,None,Divorced,3.0,Bachelor,,41765.25033858465,58.0,382.0
129628.50765445358,40250.35818922388,12.0,Employed,24.93763332701247,11.16138222608106,4.0,Auto Only,Single,5.0,PhD,Other,605.9836130053898,52.0,818.0
78177.10561018297,12757.49051463157,11.0,Self-Employed,7.1368095546053745,7.407300176632558,5.0,Mortgage Only,Married,3.0,High School,Rent,155739.03221979708,47.0,387.0
264334.4474309633,130895.20948828642,14.0,Retired,7.20555827157245,12.990573340202943,7.0,None,Married,0.0,PhD,Rent,182991.81044640476,45.0,
164170.4359994457,83360.43096115108,12.0,Employed,29.156914444334742,,5.0,None,Divorced,1.0,Bachelor,,79809.60364364575,49.0,585.0
128096.83933277124,61509.12235080282,4.0,Self-Employed,9.115232782604576,18.420784460960114,1.0,Auto Only,Divorced,2.0,,Own,77534.29410257697,58.0,732.0
237857.14044420628,47630.92494603861,4.0,Employed,9.81512711756778,2.5176791246538857,5.0,Multiple,Married,5.0,Bachelor,Own,194958.2068658309,64.0,646.0
30288.148223817196,143678.23423455088,2.0,Retired,9.991043484421539,8.958322717775829,8.0,Auto Only,Married,2.0,College,Other,39231.542132242605,37.0,774.0
299501.30293007125,137726.53462308942,11.0,Employed,27.267079271467406,25.555600472543258,0.0,Mortgage Only,Single,4.0,PhD,With Family,151610.67407790147,56.0,428.0
289069.8503400221,130051.94825655334,13.0,Employed,26.47854818469804,11.259106922661651,1.0,Auto Only,Single,4.0,PhD,With Family,14781.42340213715,21.0,664.0
44529.91319062222,95994.33073836239,3.0,Unemployed,38.25783006641184,,2.0,Multiple,Widowed,1.0,Bachelor,Rent,193657.62324472185,49.0,316.0
268681.243177359,34861.5372215438,0.0,Unemployed,18.768150498892744,23.26313856478937,4.0,,Single,5.0,Bachelor,With Family,144029.26001213182,33.0,637.0
106990.83506740375,129361.95397291232,6.0,Unemployed,8.598002065086856,4.2201764650420035,5.0,Mortgage Only,Single,2.0,PhD,Rent,29848.080313955317,52.0,623.0
49266.618028381985,136236.97215751876,7.0,Employed,17.007888649135005,3.658736329907477,2.0,Mortgage Only,Married,3.0,High School,Other,141228.57464814847,31.0,634.0
179650.0863811933,49098.216304505164,14.0,Self-Employed,20.907306781949533,18.505066562106347,7.0,Mortgage Only,Married,5.0,Bachelor,Rent,173740.80743204217,37.0,818.0
263185.7724919126,95176.4280325411,3.0,Self-Employed,7.814628070696865,17.068850668322064,5.0,None,Divorced,0.0,Bachelor,,28699.131952908385,53.0,489.0
,104.02764530887399,10.0,Retired,30.72982727640392,10.830438224666448,8.0,Multiple,Widowed,0.0,High School,Rent,159491.64586521854,55.0,544.0
291656.2374099949,117808.42484338775,13.0,Unemployed,,6.229828434714322,0.0,None,Single,2.0,College,Own,191848.0642548354,45.0,707.0
101576.57315745737,107487.5959986455,11.0,Unemployed,1.039515646981073,3.106429921186542,2.0,None,Married,2.0,High School,With Family,184651.24477921717,31.0,
179466.48122663196,29926.477209023305,10.0,Employed,6.658942752830672,,3.0,Mortgage Only,Widowed,5.0,,Other,77306.56130990015,20.0,622.0
206282.9903259645,36665.43436441035,11.0,Retired,1.3704865039713265,22.071176025296488,6.0,None,Divorced,0.0,Master,With Family,136595.68453030963,41.0,487.0
118199.02470117898,71755.46395986291,10.0,Employed,4.607212762203092,27.008602729322412,1.0,Multiple,Widowed,5.0,PhD,Other,83101.57938370995,45.0,726.0
265822.2734587119,98823.23657420492,,Self-Employed,3.186096377175738,16.858763673955036,3.0,None,Married,4.0,Bachelor,Own,19599.494277946873,66.0,301.0
297877.7724554291,109921.8053801761,14.0,Unemployed,27.646787058217296,19.373778023275737,2.0,Auto Only,Widowed,4.0,Bachelor,Other,55286.69032554454,24.0,526.0
134351.34512124347,3211.5983194261566,8.0,Employed,29.04426641078497,29.195141830474164,6.0,Mortgage Only,Single,3.0,Master,Other,94875.85085653065,65.0,506.0
,5820.74559283225,0.0,Retired,13.076532620017058,0.46937238756298405,8.0,Auto Only,,2.0,Master,Other,134032.7695781636,32.0,684.0
267670.89616993314,87296.11519241465,10.0,Employed,7.929047294133285,4.677670294512646,6.0,Auto Only,Married,3.0,College,Other,47166.724500933575,42.0,
167264.3419865995,32827.88753295334,12.0,Employed,30.71732676018651,14.10509576140383,3.0,Mortgage Only,Single,3.0,High School,With Family,134084.35018484134,24.0,844.0
227243.91375820653,65395.99415469184,3.0,Unemployed,6.335757401309277,2.6401180104955415,1.0,Mortgage Only,Married,4.0,PhD,With Family,198810.5973775137,41.0,688.0
120301.54318403285,2954.1230388238137,7.0,Employed,15.611017553932554,7.856199907552299,6.0,Multiple,Single,,Master,Own,102221.05030517792,72.0,516.0
51730.89844445024,73538.76884461018,3.0,Self-Employed,22.808716986635194,,7.0,None,Single,2.0,,,145098.72129937896,28.0,387.0
260598.56560818688,1685.741428247195,8.0,Unemployed,22.068480100661535,21.181982273759477,6.0,Multiple,Single,2.0,College,Other,157236.836837072,66.0,372.0
155258.67730375513,148379.80351137018,8.0,Self-Employed,17.14733209962506,3.9634316152477056,3.0,None,Married,2.0,Master,Other,46660.874177192316,53.0,720.0
50537.97633095643,22905.071988236064,5.0,Unemployed,22.137099854057382,18.050920022873377,,Multiple,Single,3.0,High School,Own,11754.457983039512,32.0,389.0
72460.30850985697,121094.17791824974,2.0,Employed,26.66476630360526,1.554636122320887,3.0,None,Widowed,1.0,College,,120123.52729361721,27.0,727.0
227627.87402622885,53946.13189379708,1.0,Employed,9.78364184698227,13.41743066316058,,Multiple,Divorced,1.0,PhD,Other,90605.53360782917,46.0,620.0
265230.2879439556,38255.7507085856,7.0,Self-Employed,15.644857599322094,2.9605986230363115,5.0,Auto Only,Widowed,0.0,High School,Rent,166485.05280241146,29.0,413.0
97609.86806111844,20154.364801486725,14.0,Employed,27.485936337556968,14.94771506271429,8.0,Multiple,Married,,High School,With Family,117062.68644229804,41.0,711.0
98509.07808226331,130670.99454890852,4.0,Unemployed,5.06489202246811,12.465179512720052,3.0,Multiple,Widowed,4.0,Master,Rent,109158.96337690394,71.0,799.0
48473.859676582484,48322.69137248034,,Retired,13.762687511624442,11.387339275441786,6.0,None,Divorced,5.0,College,With Family,53332.06437281335,24.0,674.0
137283.33752038557,110959.70939493967,12.0,Employed,1.2699488864625863,,6.0,Mortgage Only,Divorced,1.0,Bachelor,With Family,127047.39090322239,46.0,404.0
269597.3106644434,16906.88368922344,10.0,Employed,8.403074053899164,15.48747852516018,8.0,Multiple,Single,0.0,Master,Own,17252.795150039612,38.0,692.0
66014.98354717731,147225.2801024933,3.0,Unemployed,16.362180962429704,8.15263287483589,6.0,Auto Only,Divorced,4.0,Bachelor,With Family,77702.05276377726,45.0,459.0
238165.04947804433,86737.26164755266,14.0,Retired,10.70076121115223,24.386068283860475,1.0,Auto Only,Widowed,5.0,,Own,190717.2447119438,46.0,461.0
81291.01774620058,119060.54036547957,14.0,Retired,31.433876606564226,15.622130193220153,5.0,Mortgage Only,Divorced,0.0,College,Other,11991.877238888726,67.0,573.0
,1021.7442206019056,10.0,Employed,16.410352167624275,29.265764257321923,7.0,Multiple,Single,2.0,Bachelor,Rent,191029.23361343308,65.0,339.0
24184.538844840303,101078.29122098853,4.0,Unemployed,12.786547592217916,14.853217349468755,8.0,Multiple,Divorced,1.0,,Other,98758.59007154546,58.0,613.0
207524.36157736287,135142.75210030386,9.0,Retired,37.76278066559881,24.756330786561644,1.0,Auto Only,Widowed,3.0,High School,Own,175582.25668403375,54.0,625.0
128326.1032032155,78486.71079757107,3.0,Unemployed,25.40681863102643,0.04108138537097128,7.0,Mortgage Only,Divorced,2.0,Bachelor,Other,131171.373165432,36.0,480.0
292650.0798166564,125950.4287257451,,Employed,28.38398066016027,7.537214183611509,4.0,Auto Only,Married,0.0,College,With Family,14229.450516427012,70.0,374.0
34465.882254531854,77772.54054185833,14.0,Employed,34.68682265016127,0.885801180556397,9.0,Mortgage Only,Single,1.0,PhD,Rent,167587.5319774604,,402.0
38462.48044749685,146036.99767966458,12.0,,,16.442834991520137,5.0,Mortgage Only,Widowed,2.0,High School,With Family,152623.38668081822,,686.0
99647.00957531384,20439.748503897852,9.0,Employed,22.08745595084776,14.190506062568822,0.0,Multiple,Divorced,0.0,PhD,Rent,175425.75260773793,42.0,619.0
170576.92184753038,139100.54099666682,14.0,Self-Employed,16.48552410688832,,7.0,None,Divorced,4.0,High School,Own,,47.0,472.0
229560.81092049184,88107.25428386775,,Retired,11.461648887137187,,0.0,None,,4.0,PhD,Own,76188.54327774582,73.0,682.0
104845.52708326046,133697.82330277908,13.0,Retired,0.4115776549496841,24.912012164894588,0.0,Auto Only,Divorced,2.0,High School,Own,184282.81169814235,70.0,674.0
113392.95425291226,18821.558238592086,3.0,,5.559930792828656,2.16507454123764,7.0,Multiple,Married,3.0,PhD,Other,194140.6687358561,67.0,818.0
221416.35212127987,137073.0207890561,8.0,Unemployed,32.444032942603506,25.34250733125596,6.0,Multiple,Widowed,2.0,High School,Own,146773.7604530564,48.0,407.0
123539.11581919185,73857.6389586112,4.0,Unemployed,5.520788209892338,16.538936193932123,4.0,None,Single,3.0,College,With Family,35960.836416025835,40.0,691.0
202716.66189898195,68625.8408260385,3.0,Retired,36.227245339587796,2.7386648077887044,,Auto Only,Single,2.0,Bachelor,With Family,,52.0,549.0
107974.88844842813,85450.6925917963,13.0,Self-Employed,10.874436848001494,0.929107850162475,0.0,Mortgage Only,Married,5.0,High School,Own,155749.12531040364,27.0,488.0
297661.24765742745,131403.7112575257,1.0,Self-Employed,18.523587210712297,23.935143344778098,9.0,None,Widowed,3.0,High School,Other,42361.49796781117,72.0,546.0
276659.1045762213,125162.61831232082,6.0,Self-Employed,34.62129022542628,,3.0,Mortgage Only,Single,5.0,,Own,53214.5872515893,74.0,360.0
184264.73539893917,18637.469440485478,3.0,Retired,13.878896262493772,28.3533436505698,3.0,Mortgage Only,Single,4.0,PhD,Other,14494.087633134,25.0,816.0
289059.23771058605,1780.6381532109283,,,9.19774522013097,29.62511098584361,2.0,Auto Only,Married,5.0,High School,Own,123101.41299285606,65.0,586.0
177300.27061291962,76934.6520492059,8.0,Unemployed,1.2561519053607206,24.06380923523509,5.0,Mortgage Only,Widowed,0.0,Master,Rent,80325.80125503124,69.0,539.0
,148534.38445410194,13.0,Unemployed,38.04578351606705,22.86932990564993,4.0,Multiple,Single,,PhD,,45063.05059088078,23.0,475.0
286734.59633837116,76114.96095327943,11.0,Employed,16.184869959591758,21.481408880023164,5.0,Auto Only,Single,0.0,Bachelor,Own,105875.39213578514,19.0,566.0
293235.8232435616,21729.741828612903,7.0,Self-Employed,35.58839214681044,5.964333534845451,9.0,Auto Only,Single,4.0,,Rent,108680.8686030229,73.0,535.0
292127.1662802594,65177.23016821395,8.0,Self-Employed,,4.6138002963029425,7.0,Multiple,,2.0,High School,With Family,37526.18429027747,53.0,773.0
264444.76399634173,55286.87580087257,12.0,Self-Employed,35.2996740083396,12.131790954000468,3.0,Mortgage Only,Widowed,5.0,College,With Family,5204.410827138295,32.0,587.0
130580.90030402014,143255.7993274673,3.0,Self-Employed,4.152817725670888,28.35610361966812,6.0,Multiple,Divorced,2.0,PhD,Rent,175358.7470102057,54.0,736.0
297785.1732606932,142498.8521799866,10.0,Self-Employed,17.638181378641967,0.9949528548912534,8.0,Auto Only,Single,2.0,Bachelor,Rent,31460.70559212595,42.0,840.0
238269.13523571263,10799.718437385287,9.0,Retired,17.719660715551502,24.616608999295682,2.0,None,Married,5.0,Bachelor,With Family,169418.88665320296,71.0,510.0
258358.17714910815,35030.354443988785,2.0,Employed,38.94189184058138,12.354017405866443,6.0,Mortgage Only,,0.0,High School,Rent,93885.43273399936,32.0,739.0
243856.45754915677,68702.51843616413,10.0,,,0.9712218964969566,,Multiple,Single,3.0,High School,Other,,25.0,763.0
,85367.37601757245,11.0,Employed,4.188366062288833,5.349766949384738,0.0,None,Widowed,4.0,Bachelor,With Family,84952.44587232493,24.0,659.0
171534.323447495,28360.165792604337,14.0,Retired,36.3200028600251,29.43711843964652,3.0,Multiple,Married,0.0,Master,With Family,139770.36466795835,,830.0
135923.11751291953,87778.93376635967,14.0,Unemployed,37.98726277501312,24.455215270391633,7.0,Mortgage Only,Divorced,3.0,Master,Own,54066.21169464736,61.0,406.0
55082.65720439951,30546.554607134574,1.0,Employed,16.32430975349037,24.843339570716648,7.0,None,Married,4.0,College,With Family,44520.68739732573,33.0,772.0
